ID,date,title,eventDesc,location,eventTime,category,link,emailId
85,"Sunday, August 10 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
86,"Monday, August 11 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
87,"Monday, August 11 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
88,"Tuesday, August 12 2014",Creative B,"Creative B is art, film, dance, media, theatre and research centering around one common goal — to be creative this summer!"," Campus-Wide
",Varying,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/creative-b.php,lcraig@arts.ufl.edu
89,"Tuesday, August 12 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
90,"Wednesday, August 13 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
91,"Wednesday, August 13 2014",Wallyball Tournament,Wallyball Tournament," Southwest Recreation Center
",TIMES TBA,UF Calendar,http://calendar.ufl.edu/event-archive/2014/july/wallyball-tournament.php,haydenm@recsports.ufl.edu
92,"Thursday, August 14 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
93,"Thursday, August 14 2014",Summer C Honors Theses due to College Advising Offices,Summer C Honors Theses due to College Advising Offices,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/summer-c-honors-theses-due-to-college-advising-offices.php,kzemba@ufl.edu
94,"Friday, August 15 2014",Summer B Honors Theses due to College Advising Offices,Summer B Honors Theses due to College Advising Offices,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/summer-b-honors-theses-due-to-college-advising-offices.php,kzemba@ufl.edu
95,"Friday, August 15 2014",Creative B,"Creative B is art, film, dance, media, theatre and research centering around one common goal — to be creative this summer!"," Campus-Wide
",Varying,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/creative-b.php,lcraig@arts.ufl.edu
96,"Friday, August 15 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
97,"Friday, August 15 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
98,"Saturday, August 16 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
99,"Saturday, August 16 2014",Creative B,"Creative B is art, film, dance, media, theatre and research centering around one common goal — to be creative this summer!"," Campus-Wide
",Varying,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/creative-b.php,lcraig@arts.ufl.edu
100,"Saturday, August 16 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
101,"Saturday, August 16 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
102,"Sunday, August 17 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
103,"Sunday, August 17 2014",Summer C Drop (without failing grades) or Add a Course by College Petition,Summer C Drop (without failing grades) or Add a Course by College Petition,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-c-drop-without-failing-grades-or-add-a-course-by-college-petition.php,kzemba@ufl.edu
104,"Monday, August 18 2014",Summer C Withdrawal from UF Without Failing Grades,Summer C Withdrawal from UF Without Failing Grades,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-c-withdrawal-from-uf-without-failing-grades.php,kzemba@ufl.edu
105,"Monday, August 18 2014",Summer B Drop (without failing grades),Summer B Drop (without failing grades),null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/summer-b-drop-without-failing-grades.php,kzemba@ufl.edu
106,"Tuesday, August 19 2014",Sumnmer B Withdrawal from UF Without Failing Grades,Sumnmer B Withdrawal from UF Without Failing Grades,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/august/sumnmer-b-withdrawal-from-uf-without-failing-grades.php,//calendar.ufl.edu/event-archive/2014/august/event-149952.ics
107,"Tuesday, August 19 2014",Creative B,"Creative B is art, film, dance, media, theatre and research centering around one common goal — to be creative this summer!"," Campus-Wide
",Varying,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/creative-b.php,lcraig@arts.ufl.edu
108,"Wednesday, August 20 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
109,"Wednesday, August 20 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
110,"Thursday, August 21 2014",Swamp Dance Fest Public Showings,Pesented by School of Theatre and DanceSwamp Dance opens the doors to the public each Friday to take a peak at what students and choreographers have been working on during the week.," Nadine M. McGuire Pavilion - Studio G6
",5:00 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/swamp-dance-fest-public-showings.php,lcraig@arts.ufl.edu
111,"Friday, August 22 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
112,"Friday, August 22 2014",Creative B,"Creative B is art, film, dance, media, theatre and research centering around one common goal — to be creative this summer!"," Campus-Wide
",Varying,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/creative-b.php,lcraig@arts.ufl.edu
113,"Saturday, August 23 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
114,"Sunday, August 24 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
115,"Sunday, August 24 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
116,"Sunday, August 24 2014",Creative B,"Creative B is art, film, dance, media, theatre and research centering around one common goal — to be creative this summer!"," Campus-Wide
",Varying,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/creative-b.php,lcraig@arts.ufl.edu
117,"Monday, August 25 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
118,"Monday, August 25 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
119,"Monday, August 25 2014",Fall Advance Registration,Fall Advance Registration,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/fall-advance-registration.php,kzemba@ufl.edu
120,"Monday, August 25 2014",Creative B,"Creative B is art, film, dance, media, theatre and research centering around one common goal — to be creative this summer!"," Campus-Wide
",Varying,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/creative-b.php,lcraig@arts.ufl.edu
121,"Tuesday, August 26 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
122,"Tuesday, August 26 2014",Southeast Asian Butterflies in the “Butterfly Rainforest”,Visit the “Butterfly Rainforest” exhibit at the Florida Museum of Natural History from July 1 through Aug. 14 to discover an exotic assortment of butterfly and moth species and see their extraordinary features as part of the theme “Butterflies of Southeast Asia.”," Florida Museum of Natural History, University of Florida Cultural Plaza, 3215 Hull Road
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/southeast-asian-butterflies-in-the-butterfly-rainforest.php,kprokos@flmnh.ufl.edu
